TimeStep,Speed,Acceleration,Heading,HeadingChange,Latitude,Longitude,Future Latitude,Future Longitude
1023,68,0.0,348.0,6,40.069743,-83.13376,40.070015,-83.133833
1024,68,0.0,348.0,0,40.070015,-83.133833,40.070287,-83.133908
1025,68,0.0,348.0,0,40.070287,-83.133908,40.070557,-83.133982
1026,67,-0.28,342.0,6,40.070557,-83.133982,40.070828,-83.134057
1027,67,0.0,348.0,6,40.070828,-83.134057,40.071098,-83.13413
1028,67,0.0,348.0,0,40.071098,-83.13413,40.071367,-83.134202
1029,66,-0.28,348.0,0,40.071367,-83.134202,40.071632,-83.134275
1030,66,0.0,342.0,6,40.071632,-83.134275,40.071897,-83.134348
1031,66,-0.28,342.0,0,40.071897,-83.134348,40.072162,-83.134423
1032,66,0.0,342.0,0,40.072162,-83.134423,40.072425,-83.134495
1033,66,0.0,342.0,0,40.072425,-83.134495,40.072688,-83.134567
1034,65,-0.28,348.0,6,40.072688,-83.134567,40.072953,-83.134638
1035,65,0.0,348.0,0,40.072953,-83.134638,40.073217,-83.13471
1036,65,0.0,348.0,0,40.073217,-83.13471,40.073478,-83.134782
1037,65,0.0,348.0,0,40.073478,-83.134782,40.073742,-83.134853
1038,65,0.0,342.0,6,40.073742,-83.134853,40.074003,-83.134928
1039,66,0.28,342.0,0,40.074003,-83.134928,40.074268,-83.135003
1040,66,0.28,342.0,0,40.074268,-83.135003,40.074533,-83.135078
1041,66,-0.28,342.0,0,40.074533,-83.135078,40.074798,-83.135153
1042,66,0.0,342.0,0,40.074798,-83.135153,40.075063,-83.135227
1043,66,0.28,348.0,6,40.075063,-83.135227,40.07533,-83.135302
1044,66,0.0,342.0,6,40.07533,-83.135302,40.075597,-83.135375
1045,66,0.0,342.0,0,40.075597,-83.135375,40.075865,-83.135453
1046,67,0.28,342.0,0,40.075865,-83.135453,40.076128,-83.135528
1047,67,0.0,342.0,0,40.076128,-83.135528,40.076397,-83.135603
1048,67,0.0,342.0,0,40.076397,-83.135603,40.076665,-83.135677
1049,66,-0.56,348.0,6,40.076665,-83.135677,40.07693,-83.135748
1050,66,0.0,348.0,0,40.07693,-83.135748,40.077195,-83.13582
1051,65,-0.28,348.0,0,40.077195,-83.13582,40.077458,-83.135893
1052,65,-0.28,348.0,0,40.077458,-83.135893,40.07772,-83.135965
1053,65,0.0,342.0,6,40.07772,-83.135965,40.077982,-83.136038
1054,65,0.0,342.0,0,40.077982,-83.136038,40.078242,-83.13611
1055,65,0.0,342.0,0,40.078242,-83.13611,40.0785,-83.136182
1056,65,0.0,348.0,6,40.0785,-83.136182,40.07876,-83.136252
1057,65,0.0,342.0,6,40.07876,-83.136252,40.079018,-83.136322
1058,64,-0.28,348.0,6,40.079018,-83.136322,40.079277,-83.136392
1059,63,-0.28,348.0,0,40.079277,-83.136392,40.079532,-83.136462
1060,63,-0.28,348.0,0,40.079532,-83.136462,40.079783,-83.13653
1061,62,-0.28,348.0,0,40.079783,-83.13653,40.080033,-83.136597
1062,62,0.0,342.0,6,40.080033,-83.136597,40.080283,-83.136667
1063,61,-0.56,342.0,0,40.080283,-83.136667,40.080528,-83.136733
1064,61,0.0,342.0,0,40.080528,-83.136733,40.080772,-83.136802
1065,60,-0.56,342.0,0,40.080772,-83.136802,40.081012,-83.13687
1066,59,-0.28,342.0,0,40.081012,-83.13687,40.081248,-83.136938
1067,58,-0.28,342.0,0,40.081248,-83.136938,40.081483,-83.137007
1068,58,0.0,342.0,0,40.081483,-83.137007,40.081718,-83.137072
1069,58,-0.28,342.0,0,40.081718,-83.137072,40.08195,-83.137135
1070,57,-0.28,348.0,6,40.08195,-83.137135,40.08218,-83.137197
1071,57,0.0,348.0,0,40.08218,-83.137197,40.08241,-83.13726
1072,58,0.28,348.0,0,40.08241,-83.13726,40.082642,-83.137323
1073,58,0.28,348.0,0,40.082642,-83.137323,40.082877,-83.137388
1074,59,0.28,342.0,6,40.082877,-83.137388,40.083112,-83.137455
1075,60,0.28,348.0,6,40.083112,-83.137455,40.08334,-83.137517
1076,60,0.28,348.0,0,40.08334,-83.137517,40.083577,-83.137582
1077,61,0.28,348.0,0,40.083577,-83.137582,40.083822,-83.13765
1078,62,0.56,342.0,6,40.083822,-83.13765,40.084073,-83.13772
1079,63,0.28,348.0,6,40.084073,-83.13772,40.084327,-83.137788
1080,64,0.56,348.0,0,40.084327,-83.137788,40.084582,-83.137852
1081,65,0.28,348.0,0,40.084582,-83.137852,40.084843,-83.137915
1082,65,0.28,348.0,0,40.084843,-83.137915,40.085108,-83.137977
1083,65,-0.28,348.0,0,40.085108,-83.137977,40.085372,-83.138032
1084,65,0.0,348.0,0,40.085372,-83.138032,40.085637,-83.138075
1085,65,0.0,348.0,0,40.085637,-83.138075,40.085903,-83.138108
1086,63,-0.56,354.0,6,40.085903,-83.138108,40.086157,-83.138133
1087,62,-0.56,354.0,0,40.086157,-83.138133,40.086412,-83.13816
1088,61,-0.56,354.0,0,40.086412,-83.13816,40.086658,-83.138187
1089,60,-0.56,354.0,0,40.086658,-83.138187,40.0869,-83.138208
1090,58,-0.56,354.0,0,40.0869,-83.138208,40.08714,-83.138227
1091,58,-0.28,354.0,0,40.08714,-83.138227,40.087378,-83.13824
1092,57,-0.28,354.0,0,40.087378,-83.13824,40.087613,-83.138248
1093,57,0.0,354.0,0,40.087613,-83.138248,40.087847,-83.138258
1094,57,0.0,354.0,0,40.087847,-83.138258,40.088082,-83.138263
1095,58,0.28,354.0,0,40.088082,-83.138263,40.088317,-83.138265
1096,57,-0.28,354.0,0,40.088317,-83.138265,40.088552,-83.138262
1097,57,0.0,0.0,6,40.088552,-83.138262,40.088785,-83.138253
1098,57,-0.28,0.0,0,40.088785,-83.138253,40.089018,-83.138243
1099,58,0.56,0.0,0,40.089018,-83.138243,40.089255,-83.138232
1100,58,0.0,0.0,0,40.089255,-83.138232,40.08949,-83.138215
1101,57,-0.28,0.0,0,40.08949,-83.138215,40.089723,-83.138195
1102,56,-0.56,0.0,0,40.089723,-83.138195,40.089953,-83.138172
1103,56,0.0,0.0,0,40.089953,-83.138172,40.090183,-83.138143
1104,56,0.0,0.0,0,40.090183,-83.138143,40.09041,-83.138115
1105,55,-0.28,6.0,6,40.09041,-83.138115,40.090633,-83.13808
1106,55,0.0,6.0,0,40.090633,-83.13808,40.090855,-83.138045
1107,54,-0.56,6.0,0,40.090855,-83.138045,40.091075,-83.138007
1108,55,0.28,6.0,0,40.091075,-83.138007,40.091295,-83.137965
1109,55,0.0,6.0,0,40.091295,-83.137965,40.091515,-83.13792
1110,55,0.0,6.0,0,40.091515,-83.13792,40.091737,-83.137873
1111,55,0.28,6.0,0,40.091737,-83.137873,40.091958,-83.137822
1112,56,0.28,6.0,0,40.091958,-83.137822,40.092183,-83.13777
1113,56,0.0,6.0,0,40.092183,-83.13777,40.092408,-83.13771
1114,56,0.0,6.0,0,40.092408,-83.13771,40.092633,-83.137648
1115,57,0.28,12.0,6,40.092633,-83.137648,40.092858,-83.137582
1116,57,0.0,12.0,0,40.092858,-83.137582,40.093085,-83.137507
1117,57,0.0,12.0,0,40.093085,-83.137507,40.093312,-83.13743
1118,57,0.0,12.0,0,40.093312,-83.13743,40.093537,-83.137352
1119,57,0.28,12.0,0,40.093537,-83.137352,40.093763,-83.137268
1120,57,0.0,12.0,0,40.093763,-83.137268,40.093992,-83.137183
1121,57,0.0,12.0,0,40.093992,-83.137183,40.094218,-83.137095
1122,57,0.0,12.0,0,40.094218,-83.137095,40.094443,-83.137003
1123,58,0.28,12.0,0,40.094443,-83.137003,40.09467,-83.136907
1124,58,0.0,18.0,6,40.09467,-83.136907,40.094897,-83.136803
1125,58,0.28,18.0,0,40.094897,-83.136803,40.095122,-83.136698
1126,58,0.0,18.0,0,40.095122,-83.136698,40.095348,-83.13659
1127,59,0.28,18.0,0,40.095348,-83.13659,40.095575,-83.136477
1128,59,0.0,18.0,0,40.095575,-83.136477,40.0958,-83.13636
1129,59,0.0,18.0,0,40.0958,-83.13636,40.096025,-83.13624
1130,58,-0.28,18.0,0,40.096025,-83.13624,40.09625,-83.136118
1131,58,0.0,18.0,0,40.09625,-83.136118,40.09647,-83.135993
1132,58,0.0,18.0,0,40.09647,-83.135993,40.09669,-83.135865
1133,58,0.0,24.0,6,40.09669,-83.135865,40.096907,-83.135733
1134,57,-0.56,24.0,0,40.096907,-83.135733,40.097117,-83.135598
1135,56,-0.56,24.0,0,40.097117,-83.135598,40.09732,-83.135463
1136,55,-0.56,24.0,0,40.09732,-83.135463,40.097518,-83.13533
1137,53,-0.83,24.0,0,40.097518,-83.13533,40.097708,-83.135197
1138,51,-0.83,24.0,0,40.097708,-83.135197,40.097892,-83.135067
1139,50,-0.56,24.0,0,40.097892,-83.135067,40.09807,-83.13494
1140,48,-0.56,24.0,0,40.09807,-83.13494,40.098242,-83.134813
1141,47,-0.56,24.0,0,40.098242,-83.134813,40.09841,-83.13469
1142,46,-0.56,24.0,0,40.09841,-83.13469,40.098572,-83.134567
1143,45,-0.56,30.0,6,40.098572,-83.134567,40.098728,-83.13444
1144,45,0.0,30.0,0,40.098728,-83.13444,40.098883,-83.134308
1145,46,0.56,30.0,0,40.098883,-83.134308,40.099037,-83.13417
1146,48,0.83,30.0,0,40.099037,-83.13417,40.099197,-83.13403
1147,49,0.56,30.0,0,40.099197,-83.13403,40.099362,-83.13388
1148,50,0.28,30.0,0,40.099362,-83.13388,40.099532,-83.13373
1149,50,0.0,30.0,0,40.099532,-83.13373,40.099698,-83.13358
1150,49,-0.28,30.0,0,40.099698,-83.13358,40.09986,-83.133428
1151,47,-0.83,30.0,0,40.09986,-83.133428,40.100018,-83.133282
1152,45,-0.83,36.0,6,40.100018,-83.133282,40.100165,-83.133135
1153,43,-1.11,36.0,0,40.100165,-83.133135,40.100298,-83.132983
1154,40,-1.39,42.0,6,40.100298,-83.132983,40.100405,-83.132828
1155,37,-1.11,48.0,6,40.100405,-83.132828,40.100478,-83.132662
1156,37,-0.28,60.0,12,40.100478,-83.132662,40.100527,-83.132475
1157,36,-0.28,72.0,12,40.100527,-83.132475,40.100548,-83.132288
1158,36,0.0,84.0,12,40.100548,-83.132288,40.10053,-83.132097
1159,36,0.0,96.0,12,40.10053,-83.132097,40.100482,-83.131907
1160,37,0.28,108.0,12,40.100482,-83.131907,40.100403,-83.131737
1161,36,-0.28,126.0,18,40.100403,-83.131737,40.100288,-83.1316
1162,36,0.0,138.0,12,40.100288,-83.1316,40.100165,-83.131497
1163,36,0.0,150.0,12,40.100165,-83.131497,40.10002,-83.131437
1164,37,0.28,162.0,12,40.10002,-83.131437,40.099872,-83.131412
1165,35,-0.56,174.0,12,40.099872,-83.131412,40.099718,-83.131452
1166,35,0.0,192.0,18,40.099718,-83.131452,40.099578,-83.131525
1167,35,0.0,204.0,12,40.099578,-83.131525,40.099457,-83.131642
1168,35,0.0,216.0,12,40.099457,-83.131642,40.099353,-83.131787
1169,35,0.0,228.0,12,40.099353,-83.131787,40.099285,-83.131953
1170,37,0.56,240.0,12,40.099285,-83.131953,40.099238,-83.132142
1171,38,0.56,252.0,12,40.099238,-83.132142,40.099215,-83.132348
1172,39,0.56,258.0,6,40.099215,-83.132348,40.0992,-83.13257
1173,40,0.56,264.0,6,40.0992,-83.13257,40.099193,-83.132792
1174,41,0.28,264.0,0,40.099193,-83.132792,40.099188,-83.133017
1175,43,0.83,264.0,0,40.099188,-83.133017,40.09918,-83.133253
1176,45,0.83,264.0,0,40.09918,-83.133253,39.969092,-83.050757
561,29,0.28,270.0,0,39.969092,-83.050757,39.969087,-83.050915
562,31,0.83,270.0,0,39.969087,-83.050915,39.969083,-83.05108
563,32,0.56,270.0,0,39.969083,-83.05108,39.969077,-83.051252
564,34,0.56,270.0,0,39.969077,-83.051252,39.96907,-83.051433
565,35,0.83,270.0,0,39.96907,-83.051433,39.969062,-83.051622
566,37,0.56,264.0,6,39.969062,-83.051622,39.969052,-83.051817
567,37,0.28,264.0,0,39.969052,-83.051817,39.96904,-83.052017
568,38,0.28,264.0,0,39.96904,-83.052017,39.969028,-83.052217
569,37,-0.56,264.0,0,39.969028,-83.052217,39.969015,-83.052413
570,37,0.0,264.0,0,39.969015,-83.052413,39.968998,-83.052608
571,37,0.0,264.0,0,39.968998,-83.052608,39.968982,-83.052805
572,37,0.0,264.0,0,39.968982,-83.052805,39.968963,-83.052997
573,35,-0.83,264.0,0,39.968963,-83.052997,39.968945,-83.053178
574,32,-1.39,264.0,0,39.968945,-83.053178,39.968927,-83.053343
575,29,-1.39,264.0,0,39.968927,-83.053343,39.96891,-83.05349
576,25,-1.39,264.0,0,39.96891,-83.05349,39.968893,-83.05362
577,23,-1.11,264.0,0,39.968893,-83.05362,39.968878,-83.053738
578,21,-0.83,258.0,6,39.968878,-83.053738,39.968862,-83.053848
579,21,-0.28,258.0,0,39.968862,-83.053848,39.968847,-83.053952
580,20,-0.28,258.0,0,39.968847,-83.053952,39.968832,-83.054058
581,21,0.56,258.0,0,39.968832,-83.054058,39.968815,-83.05417
582,22,0.56,258.0,0,39.968815,-83.05417,39.968797,-83.054288
583,24,0.56,258.0,0,39.968797,-83.054288,39.968777,-83.054413
584,25,0.83,258.0,0,39.968777,-83.054413,39.968757,-83.054547
585,27,0.83,258.0,0,39.968757,-83.054547,39.968735,-83.054685
586,27,-0.28,258.0,0,39.968735,-83.054685,39.968713,-83.054822
587,26,-0.28,258.0,0,39.968713,-83.054822,39.968692,-83.054955
588,25,-0.28,258.0,0,39.968692,-83.054955,39.968668,-83.055087
589,25,0.0,258.0,0,39.968668,-83.055087,39.968645,-83.055217
590,25,-0.28,258.0,0,39.968645,-83.055217,39.96862,-83.055345
591,24,-0.28,258.0,0,39.96862,-83.055345,39.968593,-83.05547
592,24,0.0,252.0,6,39.968593,-83.05547,39.968567,-83.055593
593,24,0.0,252.0,0,39.968567,-83.055593,39.96854,-83.055717
594,25,0.28,252.0,0,39.96854,-83.055717,39.968513,-83.055847
595,26,0.56,252.0,0,39.968513,-83.055847,39.968485,-83.055983
596,28,0.83,252.0,0,39.968485,-83.055983,39.968453,-83.056128
597,30,0.83,252.0,0,39.968453,-83.056128,39.968418,-83.056283
598,32,0.83,252.0,0,39.968418,-83.056283,39.968382,-83.056445
599,33,0.56,252.0,0,39.968382,-83.056445,39.968343,-83.056615
600,34,0.56,252.0,0,39.968343,-83.056615,39.968302,-83.056788
601,34,0.0,252.0,0,39.968302,-83.056788,39.968258,-83.056962
602,35,0.28,252.0,0,39.968258,-83.056962,39.968215,-83.057137
603,35,0.0,252.0,0,39.968215,-83.057137,39.96817,-83.057312
604,35,0.28,252.0,0,39.96817,-83.057312,39.968123,-83.05749
605,36,0.28,252.0,0,39.968123,-83.05749,39.968075,-83.057672
606,37,0.28,252.0,0,39.968075,-83.057672,39.968028,-83.057857
607,38,0.56,252.0,0,39.968028,-83.057857,39.96798,-83.058047
608,38,0.0,252.0,0,39.96798,-83.058047,39.967935,-83.058237
609,37,-0.28,252.0,0,39.967935,-83.058237,39.967892,-83.058428
610,37,0.0,252.0,0,39.967892,-83.058428,39.96785,-83.058618
611,37,0.0,252.0,0,39.96785,-83.058618,39.967812,-83.058808
612,37,0.0,258.0,6,39.967812,-83.058808,39.96778,-83.058998
613,37,0.0,258.0,0,39.96778,-83.058998,39.967753,-83.059195
614,38,0.28,258.0,0,39.967753,-83.059195,39.967728,-83.059393
615,39,0.28,258.0,0,39.967728,-83.059393,39.967703,-83.059595
616,39,0.28,264.0,6,39.967703,-83.059595,39.967685,-83.059803
617,40,0.28,264.0,0,39.967685,-83.059803,39.967668,-83.060012
618,40,0.0,264.0,0,39.967668,-83.060012,39.967655,-83.060223
619,40,0.28,264.0,0,39.967655,-83.060223,39.967647,-83.060435
620,41,0.28,270.0,6,39.967647,-83.060435,39.967642,-83.060652
621,42,0.28,270.0,0,39.967642,-83.060652,39.967643,-83.060875
622,42,0.28,270.0,0,39.967643,-83.060875,39.967648,-83.0611
623,42,-0.28,270.0,0,39.967648,-83.0611,39.96766,-83.061318
624,42,0.0,276.0,6,39.96766,-83.061318,39.967677,-83.061535
625,42,0.0,276.0,0,39.967677,-83.061535,39.967697,-83.061755
626,42,0.28,276.0,0,39.967697,-83.061755,39.967722,-83.061975
627,43,0.28,282.0,6,39.967722,-83.061975,39.967752,-83.062197
628,43,0.0,282.0,0,39.967752,-83.062197,39.967787,-83.062417
629,42,-0.28,282.0,0,39.967787,-83.062417,39.967827,-83.062633
630,42,-0.28,282.0,0,39.967827,-83.062633,39.96787,-83.062848
631,42,0.0,288.0,6,39.96787,-83.062848,39.967915,-83.063058
632,41,-0.28,288.0,0,39.967915,-83.063058,39.967963,-83.063267
633,40,-0.28,288.0,0,39.967963,-83.063267,39.968013,-83.06347
634,40,-0.28,288.0,0,39.968013,-83.06347,39.968065,-83.063672
635,40,0.0,288.0,0,39.968065,-83.063672,39.968115,-83.06387
636,40,0.0,288.0,0,39.968115,-83.06387,39.968165,-83.06407
637,40,0.0,288.0,0,39.968165,-83.06407,39.968218,-83.064268
638,40,0.0,288.0,0,39.968218,-83.064268,39.968272,-83.064467
639,40,0.0,288.0,0,39.968272,-83.064467,39.968328,-83.064667
640,40,0.28,288.0,0,39.968328,-83.064667,39.968388,-83.064872
641,43,1.11,288.0,0,39.968388,-83.064872,39.968452,-83.065087
642,45,0.83,288.0,0,39.968452,-83.065087,39.96852,-83.065312
643,46,0.56,294.0,6,39.96852,-83.065312,39.96859,-83.06554
644,46,0.0,294.0,0,39.96859,-83.06554,39.96866,-83.06577
645,46,0.0,294.0,0,39.96866,-83.06577,39.968732,-83.065998
646,47,0.56,294.0,0,39.968732,-83.065998,39.968805,-83.066228
647,47,0.0,294.0,0,39.968805,-83.066228,39.96888,-83.066457
648,47,-0.28,294.0,0,39.96888,-83.066457,39.968957,-83.066685
649,47,0.0,294.0,0,39.968957,-83.066685,39.969038,-83.066915
650,48,0.56,294.0,0,39.969038,-83.066915,39.969115,-83.067148
651,50,0.83,294.0,0,39.969115,-83.067148,39.969193,-83.06738
652,51,0.56,294.0,0,39.969193,-83.06738,39.969268,-83.067622
653,52,0.56,294.0,0,39.969268,-83.067622,39.969357,-83.067875
654,53,0.56,294.0,0,39.969357,-83.067875,39.969448,-83.068133
655,54,0.28,294.0,0,39.969448,-83.068133,39.969542,-83.068398
656,55,0.56,294.0,0,39.969542,-83.068398,39.969637,-83.068667
657,56,0.28,294.0,0,39.969637,-83.068667,39.969727,-83.068938
658,56,0.0,294.0,0,39.969727,-83.068938,39.96982,-83.069205
659,55,-0.56,294.0,0,39.96982,-83.069205,39.969912,-83.06947
660,55,0.28,294.0,0,39.969912,-83.06947,39.970002,-83.069737
661,55,0.0,294.0,0,39.970002,-83.069737,39.970093,-83.070003
662,55,0.0,294.0,0,39.970093,-83.070003,39.970185,-83.070268
663,55,-0.28,294.0,0,39.970185,-83.070268,39.970275,-83.07053
664,54,-0.28,294.0,0,39.970275,-83.07053,39.970367,-83.070792
665,54,0.0,294.0,0,39.970367,-83.070792,39.970455,-83.071053
666,55,0.28,294.0,0,39.970455,-83.071053,39.970542,-83.071318
667,55,0.28,294.0,0,39.970542,-83.071318,39.970628,-83.071585
668,55,0.0,294.0,0,39.970628,-83.071585,39.970715,-83.071852
669,55,0.0,294.0,0,39.970715,-83.071852,39.970805,-83.07212
670,55,0.0,294.0,0,39.970805,-83.07212,39.970895,-83.072387
671,55,0.0,294.0,0,39.970895,-83.072387,39.970987,-83.072655
672,56,0.28,294.0,0,39.970987,-83.072655,39.971078,-83.072927
673,57,0.28,294.0,0,39.971078,-83.072927,39.971175,-83.0732
674,57,0.28,294.0,0,39.971175,-83.0732,39.971277,-83.073477
675,58,0.56,294.0,0,39.971277,-83.073477,39.971373,-83.073758
676,59,0.28,294.0,0,39.971373,-83.073758,39.971468,-83.074045
677,60,0.28,294.0,0,39.971468,-83.074045,39.971565,-83.074333
678,60,0.0,294.0,0,39.971565,-83.074333,39.971658,-83.074622
679,60,0.0,294.0,0,39.971658,-83.074622,39.97175,-83.074913
680,60,0.28,294.0,0,39.97175,-83.074913,39.97184,-83.075208
681,60,0.0,294.0,0,39.97184,-83.075208,39.97193,-83.075505
682,62,0.56,288.0,6,39.97193,-83.075505,39.972018,-83.075808
683,62,0.28,288.0,0,39.972018,-83.075808,39.972107,-83.076117
684,63,0.56,288.0,0,39.972107,-83.076117,39.972195,-83.07643
685,64,0.28,288.0,0,39.972195,-83.07643,39.972287,-83.076748
686,65,0.28,288.0,0,39.972287,-83.076748,39.972375,-83.077068
687,64,-0.28,288.0,0,39.972375,-83.077068,39.972458,-83.077387
688,63,-0.28,288.0,0,39.972458,-83.077387,39.972538,-83.077703
689,62,-0.56,288.0,0,39.972538,-83.077703,39.972615,-83.078015
690,62,-0.28,288.0,0,39.972615,-83.078015,39.972688,-83.078323
691,60,-0.56,288.0,0,39.972688,-83.078323,39.97276,-83.078628
692,60,-0.28,288.0,0,39.97276,-83.078628,39.972832,-83.078932
693,60,0.28,288.0,0,39.972832,-83.078932,39.9729,-83.079238
694,61,0.28,288.0,0,39.9729,-83.079238,39.972967,-83.079545
695,60,-0.28,288.0,0,39.972967,-83.079545,39.973035,-83.079853
696,61,0.28,288.0,0,39.973035,-83.079853,39.9731,-83.08016
697,60,-0.28,288.0,0,39.9731,-83.08016,39.973163,-83.080468
698,60,0.0,282.0,6,39.973163,-83.080468,39.973222,-83.080777
699,60,0.0,282.0,0,39.973222,-83.080777,39.973282,-83.081083
700,60,0.0,282.0,0,39.973282,-83.081083,39.97334,-83.081388
701,60,-0.28,282.0,0,39.97334,-83.081388,39.973397,-83.081688
702,58,-0.56,282.0,0,39.973397,-83.081688,39.973452,-83.081985
703,57,-0.56,282.0,0,39.973452,-83.081985,39.973507,-83.082277
704,57,-0.28,282.0,0,39.973507,-83.082277,39.973557,-83.082568
705,57,0.28,282.0,0,39.973557,-83.082568,39.973605,-83.082863
706,58,0.28,282.0,0,39.973605,-83.082863,39.973652,-83.08316
707,58,0.28,282.0,0,39.973652,-83.08316,39.973693,-83.083458
708,58,-0.28,282.0,0,39.973693,-83.083458,39.973738,-83.083757
709,57,-0.28,282.0,0,39.973738,-83.083757,39.97378,-83.084055
710,58,0.56,282.0,0,39.97378,-83.084055,39.973825,-83.084357
711,59,0.28,282.0,0,39.973825,-83.084357,39.973872,-83.08466
712,60,0.28,282.0,0,39.973872,-83.08466,39.973917,-83.084967
713,59,-0.28,282.0,0,39.973917,-83.084967,39.973953,-83.085273
714,59,0.0,276.0,6,39.973953,-83.085273,39.973987,-83.085578
715,58,-0.28,276.0,0,39.973987,-83.085578,39.974017,-83.085882
716,58,-0.28,276.0,0,39.974017,-83.085882,39.974043,-83.086178
717,57,-0.56,276.0,0,39.974043,-83.086178,39.97407,-83.086472
718,56,-0.28,276.0,0,39.97407,-83.086472,39.974095,-83.08676
719,55,-0.56,276.0,0,39.974095,-83.08676,39.974117,-83.087045
720,55,0.0,276.0,0,39.974117,-83.087045,39.974137,-83.087333
721,55,0.28,276.0,0,39.974137,-83.087333,39.974155,-83.087623
722,55,0.0,276.0,0,39.974155,-83.087623,39.974175,-83.087913
723,55,0.0,276.0,0,39.974175,-83.087913,39.974193,-83.088205
724,56,0.28,276.0,0,39.974193,-83.088205,39.974212,-83.088498
725,57,0.28,276.0,0,39.974212,-83.088498,39.974233,-83.088797
726,57,0.28,276.0,0,39.974233,-83.088797,39.974253,-83.089098
727,58,0.28,276.0,0,39.974253,-83.089098,39.974272,-83.089403
728,58,0.28,276.0,0,39.974272,-83.089403,39.974285,-83.08971
729,58,0.0,270.0,6,39.974285,-83.08971,39.974295,-83.090015
730,58,0.0,270.0,0,39.974295,-83.090015,39.974303,-83.09032
731,58,-0.28,270.0,0,39.974303,-83.09032,39.97431,-83.090625
732,58,0.0,270.0,0,39.97431,-83.090625,39.974317,-83.090928
733,58,0.0,270.0,0,39.974317,-83.090928,39.974322,-83.091232
734,58,0.0,270.0,0,39.974322,-83.091232,39.974325,-83.091537
735,58,0.0,270.0,0,39.974325,-83.091537,39.974328,-83.09184
736,58,0.0,270.0,0,39.974328,-83.09184,39.974333,-83.092143
737,57,-0.28,270.0,0,39.974333,-83.092143,39.974338,-83.092443
738,57,-0.28,270.0,0,39.974338,-83.092443,39.974347,-83.09274
739,56,-0.28,270.0,0,39.974347,-83.09274,39.974357,-83.093033
740,56,0.0,270.0,0,39.974357,-83.093033,39.97437,-83.093327
741,56,0.0,276.0,6,39.97437,-83.093327,39.974383,-83.093622
742,56,0.0,276.0,0,39.974383,-83.093622,39.974398,-83.093915
743,57,0.28,276.0,0,39.974398,-83.093915,39.974413,-83.094213
744,57,0.28,276.0,0,39.974413,-83.094213,39.974432,-83.094515
745,58,0.28,276.0,0,39.974432,-83.094515,39.97445,-83.09482
746,58,0.28,276.0,0,39.97445,-83.09482,39.974473,-83.095128
747,59,0.28,276.0,0,39.974473,-83.095128,39.974498,-83.095437
748,59,0.0,276.0,0,39.974498,-83.095437,39.974523,-83.095743
749,59,0.0,276.0,0,39.974523,-83.095743,39.974553,-83.09605
750,58,-0.28,276.0,0,39.974553,-83.09605,39.974583,-83.096353
751,58,0.0,276.0,0,39.974583,-83.096353,39.974615,-83.096657
752,58,-0.28,276.0,0,39.974615,-83.096657,39.974648,-83.096958
753,57,-0.28,276.0,0,39.974648,-83.096958,39.974682,-83.097255
754,57,-0.28,276.0,0,39.974682,-83.097255,39.974715,-83.097547
755,55,-0.56,276.0,0,39.974715,-83.097547,39.974748,-83.097833
756,55,-0.28,282.0,6,39.974748,-83.097833,39.974785,-83.098113
757,53,-0.56,282.0,0,39.974785,-83.098113,39.97482,-83.098388
758,53,-0.28,282.0,0,39.97482,-83.098388,39.974857,-83.09866
759,52,-0.28,282.0,0,39.974857,-83.09866,39.974895,-83.098933
760,53,0.28,282.0,0,39.974895,-83.098933,39.974932,-83.099208
761,53,0.28,282.0,0,39.974932,-83.099208,39.97497,-83.099488
762,54,0.28,282.0,0,39.97497,-83.099488,39.975007,-83.09977
763,55,0.28,282.0,0,39.975007,-83.09977,39.97504,-83.100053
764,55,0.28,276.0,6,39.97504,-83.100053,39.975067,-83.100328
765,57,0.56,276.0,0,39.975067,-83.100328,39.975105,-83.100618
766,57,0.28,282.0,6,39.975105,-83.100618,39.975148,-83.100918
767,57,0.0,282.0,0,39.975148,-83.100918,39.975192,-83.101218
768,57,0.0,282.0,0,39.975192,-83.101218,39.975237,-83.101515
769,57,0.0,282.0,0,39.975237,-83.101515,39.975282,-83.10181
770,57,0.0,282.0,0,39.975282,-83.10181,39.975325,-83.102105
771,57,0.0,282.0,0,39.975325,-83.102105,39.975367,-83.102403
772,57,0.0,282.0,0,39.975367,-83.102403,39.975408,-83.102703
773,58,0.28,282.0,0,39.975408,-83.102703,39.975448,-83.103003
774,58,0.0,282.0,0,39.975448,-83.103003,39.975487,-83.103305
775,58,0.0,282.0,0,39.975487,-83.103305,39.975525,-83.103607
776,58,0.0,282.0,0,39.975525,-83.103607,39.975563,-83.103903
777,57,-0.56,282.0,0,39.975563,-83.103903,39.975605,-83.104193
778,56,-0.28,282.0,0,39.975605,-83.104193,39.97565,-83.104483
779,56,0.0,282.0,0,39.97565,-83.104483,39.975692,-83.10477
780,55,-0.28,282.0,0,39.975692,-83.10477,39.975732,-83.105058
781,56,0.28,282.0,0,39.975732,-83.105058,39.975772,-83.105348
782,56,0.0,282.0,0,39.975772,-83.105348,39.975813,-83.105637
783,56,0.0,282.0,0,39.975813,-83.105637,39.975855,-83.105928
784,57,0.28,282.0,0,39.975855,-83.105928,39.975897,-83.106223
785,57,0.28,282.0,0,39.975897,-83.106223,39.975938,-83.10652
786,58,0.28,282.0,0,39.975938,-83.10652,39.975982,-83.106822
